date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:22	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.6.5	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min3ab2.css	(from https://metodogdf.com.br/novo/)
09:38:23	81951/81951	---M-Z	200	added ('OK')	text/css	date:Sat,%2009%20Jul%202022%2013:29:48%20GMT	https://metodogdf.com.br/wp-content/uploads/elementor/css/global.css?ver=1657373388	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/elementor/css/globale5b5.css	(from https://metodogdf.com.br/novo/)
09:38:23	72306/72306	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2014:43:14%20GMT	https://metodogdf.com.br/wp-content/uploads/elementor/css/post-1373.css?ver=1673275394	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/elementor/css/post-1373503c.css	(from https://metodogdf.com.br/novo/)
09:38:23	22054/22054	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2021:03:25%20GMT	https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=2.24.0	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.mindae4.css	(from https://metodogdf.com.br/novo/)
09:38:23	30999/30999	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jun%202019%2014:54:54%20GMT	https://metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://metodogdf.com.br/novo/)
09:38:23	662/662	---M--	200	added ('OK')	image/png	date:Thu,%2026%20May%202022%2011:51:58%20GMT	https://metodogdf.com.br/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://metodogdf.com.br/novo/)
09:38:24	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://metodogdf.com.br/novo/)
09:38:24	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://metodogdf.com.br/novo/)
09:38:24	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2009:44:17%20GMT	https://metodogdf.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-includes/js/jquery/jquery.mina7a0.js	(from https://metodogdf.com.br/novo/)
09:38:24	36137/36137	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2014:44:20%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/50d9d627-7ff4-4fc9-a591-9d5761431ade-removebg-preview-1.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/50d9d627-7ff4-4fc9-a591-9d5761431ade-removebg-preview-1.png	(from https://metodogdf.com.br/novo/)
09:38:25	117007/117007	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2013:44:48%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/MENOS-20Kg-4-1024x328.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/MENOS-20Kg-4-1024x328.png	(from https://metodogdf.com.br/novo/)
09:38:25	6208/6208	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2012:48:17%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/2574670-200.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/2574670-200.png	(from https://metodogdf.com.br/novo/)
09:38:25	15574/15574	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2012:55:36%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/1581730.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/1581730.png	(from https://metodogdf.com.br/novo/)
09:38:25	31770/31770	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2012:56:42%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/2424859.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/2424859.png	(from https://metodogdf.com.br/novo/)
09:38:25	927137/927137	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:43:21%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-6-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-6-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:26	865417/865417	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:53:20%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-7-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-7-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:26	959824/959824	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:37:13%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-5-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-5-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:26	72435/72435	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2014:02:15%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-09T110204.401-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-09T110204.401-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:26	817608/817608	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:22:49%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:27	705025/705025	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:32:04%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-3-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-3-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:27	698808/698808	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:27:27%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-2-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/71017D-2-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:27	635122/635122	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2016:30:40%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-85-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-85-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:27	91251/91251	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2017:19:36%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/8384468-576x1024.jpeg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/8384468-576x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:27	99637/99637	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Oct%202022%2017:08:24%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/Design-sem-nome-8-576x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/10/Design-sem-nome-8-576x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:28	528703/528703	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:20:48%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-141018_2-579x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-141018_2-579x1024.png	(from https://metodogdf.com.br/novo/)
09:38:28	567276/567276	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2018:12:34%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-97-2-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-97-2-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:28	724355/724355	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2018:10:54%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-98-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-98-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:28	596372/596372	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2018:15:17%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-99-1-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-99-1-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:28	268579/268579	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Dec%202022%2014:52:06%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/POR-VOCE-SAIR-DA-DIETA-2-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/POR-VOCE-SAIR-DA-DIETA-2-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:29	73906/73906	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202022%2014:55:32%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/2-1024x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/2-1024x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:29	590313/590313	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2014:58:50%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-09T115841.515-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-09T115841.515-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:29	80142/80142	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202022%2014:55:24%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/1-1024x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/1-1024x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:29	435787/435787	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:46%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-144412_2-576x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-144412_2-576x1024.png	(from https://metodogdf.com.br/novo/)
09:38:29	75505/75505	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202022%2015:07:54%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/1-1-576x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/1-1-576x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:30	79661/79661	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202022%2015:08:06%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/2-1-576x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/2-1-576x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:30	530271/530271	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:38%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-150012_2-577x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-150012_2-577x1024.png	(from https://metodogdf.com.br/novo/)
09:38:30	525394/525394	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:43%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-145736_2-580x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-145736_2-580x1024.png	(from https://metodogdf.com.br/novo/)
09:38:30	67758/67758	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202022%2015:09:18%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/12/3-576x1024.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/12/3-576x1024.jpg	(from https://metodogdf.com.br/novo/)
09:38:31	11775/11775	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Apr%202022%2016:19:32%20GMT	https://metodogdf.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://metodogdf.com.br/novo/)
09:38:31	52635/52635	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2012:24:40%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/selo_versao1_doctor-1.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/selo_versao1_doctor-1.png	(from https://metodogdf.com.br/novo/)
09:38:31	810599/810599	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2012:36:42%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-08T093623.411-1024x1024.png	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/Design-sem-nome-2022-07-08T093623.411-1024x1024.png	(from https://metodogdf.com.br/novo/)
09:38:31	7890/7890	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2026%20May%202022%2011:51:58%20GMT	https://metodogdf.com.br/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	(from https://metodogdf.com.br/novo/)
09:38:33	299437/299437	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2011:44:04%20GMT	https://metodogdf.com.br/wp-content/cache/min/1/752a63e8a61d32b1a975dbff1c6f181b.js	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/cache/min/1/752a63e8a61d32b1a975dbff1c6f181b.js	(from https://metodogdf.com.br/novo/)
09:38:34	67304/67304	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jul%202022%2001:36:06%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/fundo-1.jpg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/uploads/2022/07/fundo-1.jpg	(from https://metodogdf.com.br/wp-content/uploads/elementor/css/post-1373.css?ver=1673275394)
09:38:34	111676/111676	---M--	200	added ('OK')	font/woff2	date:Tue,%2005%20Jul%202022%2021:03:25%20GMT	https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=2.24.0)
09:38:34	260704/260704	---M--	200	added ('OK')	font/woff	date:Tue,%2005%20Jul%202022%2021:03:25%20GMT	https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=2.24.0)
09:38:35	678618/678618	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Jul%202022%2021:03:25%20GMT	https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	C:/Users/carlo/Documents/projetos/gdf/metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://metodogdf.com.br/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=2.24.0)
